timestamp,market,trade_price,change_rate,acc_trade_volume
2025-09-22 13:22:54.952313,KRW-PUNDIX,432.0,-0.0091743119,969542.80114273
2025-09-22 13:23:05.351876,KRW-WAXP,26.4,-0.0222222222,12336564.71664928
2025-09-22 13:23:05.351884,KRW-CARV,420.0,-0.0476190476,2363518.7858996
2025-09-22 13:23:05.351885,KRW-LSK,481.0,-0.0302419355,975510.88867799
2025-09-22 13:23:05.351886,KRW-BORA,120.0,-0.0243902439,4595522.49836465
2025-09-22 13:23:05.351887,KRW-PUNDIX,432.0,-0.0091743119,969542.80114273
2025-09-22 13:23:15.840115,KRW-WAXP,26.4,-0.0222222222,12336564.71664928
2025-09-22 13:23:15.840123,KRW-CARV,420.0,-0.0476190476,2363518.7858996
2025-09-22 13:23:15.840124,KRW-LSK,481.0,-0.0302419355,975510.88867799
2025-09-22 13:23:15.840125,KRW-BORA,120.0,-0.0243902439,4595522.49836465
2025-09-22 13:23:15.840126,KRW-PUNDIX,432.0,-0.0091743119,969542.80114273
2025-09-22 13:23:26.140834,KRW-WAXP,26.4,-0.0222222222,12336564.71664928
2025-09-22 13:23:26.140842,KRW-CARV,420.0,-0.0476190476,2363518.7858996
2025-09-22 13:23:26.140843,KRW-LSK,481.0,-0.0302419355,975510.88867799
2025-09-22 13:23:26.140844,KRW-BORA,120.0,-0.0243902439,4595522.49836465
2025-09-22 13:23:26.140845,KRW-PUNDIX,432.0,-0.0091743119,969542.80114273
2025-09-22 13:23:36.439671,KRW-WAXP,26.4,-0.0222222222,12336564.71664928
2025-09-22 13:23:36.439678,KRW-CARV,420.0,-0.0476190476,2363518.7858996
2025-09-22 13:23:36.439679,KRW-LSK,481.0,-0.0302419355,975510.88867799
2025-09-22 13:23:36.439680,KRW-BORA,120.0,-0.0243902439,4595522.49836465
2025-09-22 13:23:36.439680,KRW-PUNDIX,432.0,-0.0091743119,969542.80114273
2025-09-22 13:23:46.739897,KRW-WAXP,26.4,-0.0222222222,12336564.71664928
2025-09-22 13:23:46.739906,KRW-CARV,420.0,-0.0476190476,2363518.7858996
2025-09-22 13:23:46.739907,KRW-LSK,481.0,-0.0302419355,975510.88867799
2025-09-22 13:23:46.739908,KRW-BORA,120.0,-0.0243902439,4595522.49836465
2025-09-22 13:23:46.739909,KRW-PUNDIX,432.0,-0.0091743119,969542.80114273
2025-09-22 13:23:56.949690,KRW-WAXP,26.4,-0.0222222222,12336564.71664928
2025-09-22 13:23:56.949698,KRW-CARV,420.0,-0.0476190476,2363518.7858996
2025-09-22 13:23:56.949699,KRW-LSK,481.0,-0.0302419355,975510.88867799
2025-09-22 13:23:56.949700,KRW-BORA,120.0,-0.0243902439,4595522.49836465
2025-09-22 13:23:56.949701,KRW-PUNDIX,432.0,-0.0091743119,969542.80114273
2025-09-22 13:24:07.346681,KRW-WAXP,26.4,-0.0222222222,12336564.71664928
2025-09-22 13:24:07.346690,KRW-CARV,420.0,-0.0476190476,2363518.7858996
2025-09-22 13:24:07.346691,KRW-LSK,481.0,-0.0302419355,975510.88867799
2025-09-22 13:24:07.346692,KRW-BORA,120.0,-0.0243902439,4595522.49836465
2025-09-22 13:24:07.346693,KRW-PUNDIX,432.0,-0.0091743119,969542.80114273
2025-09-22 13:24:17.548197,KRW-WAXP,26.4,-0.0222222222,12336564.71664928
2025-09-22 13:24:17.548209,KRW-CARV,420.0,-0.0476190476,2363518.7858996
2025-09-22 13:24:17.548211,KRW-LSK,481.0,-0.0302419355,975510.88867799
2025-09-22 13:24:17.548213,KRW-BORA,120.0,-0.0243902439,4595522.49836465
2025-09-22 13:24:17.548215,KRW-PUNDIX,432.0,-0.0091743119,969542.80114273
2025-09-22 13:24:27.841259,KRW-WAXP,26.4,-0.0222222222,12336564.71664928
2025-09-22 13:24:27.841271,KRW-CARV,420.0,-0.0476190476,2363518.7858996
2025-09-22 13:24:27.841273,KRW-LSK,481.0,-0.0302419355,975510.88867799
2025-09-22 13:24:27.841275,KRW-BORA,120.0,-0.0243902439,4595522.49836465
2025-09-22 13:24:27.841276,KRW-PUNDIX,432.0,-0.0091743119,969542.80114273
2025-09-22 13:24:38.240465,KRW-WAXP,26.4,-0.0222222222,12336564.71664928
2025-09-22 13:24:38.240476,KRW-CARV,420.0,-0.0476190476,2363518.7858996
2025-09-22 13:24:38.240478,KRW-LSK,481.0,-0.0302419355,975510.88867799
2025-09-22 13:24:38.240479,KRW-BORA,120.0,-0.0243902439,4595522.49836465
2025-09-22 13:24:38.240481,KRW-PUNDIX,432.0,-0.0091743119,969542.80114273
2025-09-22 13:24:48.464011,KRW-WAXP,26.4,-0.0222222222,12336564.71664928
2025-09-22 13:24:48.464018,KRW-CARV,420.0,-0.0476190476,2363518.7858996
2025-09-22 13:24:48.464019,KRW-LSK,481.0,-0.0302419355,975510.88867799
2025-09-22 13:24:48.464020,KRW-BORA,120.0,-0.0243902439,4595522.49836465
2025-09-22 13:24:48.464021,KRW-PUNDIX,432.0,-0.0091743119,969542.80114273
2025-09-22 13:24:58.656419,KRW-WAXP,26.4,-0.0222222222,12336564.71664928
2025-09-22 13:24:58.656429,KRW-CARV,420.0,-0.0476190476,2363518.7858996
2025-09-22 13:24:58.656430,KRW-LSK,481.0,-0.0302419355,975510.88867799
2025-09-22 13:24:58.656431,KRW-BORA,120.0,-0.0243902439,4595522.49836465
2025-09-22 13:24:58.656432,KRW-PUNDIX,432.0,-0.0091743119,969542.80114273
2025-09-22 13:25:08.864814,KRW-WAXP,26.4,-0.0222222222,12336564.71664928
2025-09-22 13:25:08.864821,KRW-CARV,420.0,-0.0476190476,2363518.7858996
2025-09-22 13:25:08.864822,KRW-LSK,481.0,-0.0302419355,975510.88867799
2025-09-22 13:25:08.864822,KRW-BORA,120.0,-0.0243902439,4595522.49836465
2025-09-22 13:25:08.864823,KRW-PUNDIX,432.0,-0.0091743119,969542.80114273
2025-09-22 13:25:19.240770,KRW-WAXP,26.4,-0.0222222222,12336564.71664928
2025-09-22 13:25:19.240780,KRW-CARV,420.0,-0.0476190476,2363518.7858996
2025-09-22 13:25:19.240781,KRW-LSK,481.0,-0.0302419355,975510.88867799
2025-09-22 13:25:19.240782,KRW-BORA,120.0,-0.0243902439,4595522.49836465
2025-09-22 13:25:19.240784,KRW-PUNDIX,432.0,-0.0091743119,969542.80114273
2025-09-22 13:25:29.639383,KRW-WAXP,26.4,-0.0222222222,12336564.71664928
2025-09-22 13:25:29.639396,KRW-CARV,420.0,-0.0476190476,2363518.7858996
2025-09-22 13:25:29.639399,KRW-LSK,481.0,-0.0302419355,975510.88867799
2025-09-22 13:25:29.639401,KRW-BORA,120.0,-0.0243902439,4595522.49836465
2025-09-22 13:25:29.639404,KRW-PUNDIX,432.0,-0.0091743119,969542.80114273
2025-09-22 13:25:39.940527,KRW-WAXP,26.4,-0.0222222222,12336564.71664928
2025-09-22 13:25:39.940535,KRW-CARV,420.0,-0.0476190476,2363518.7858996
2025-09-22 13:25:39.940536,KRW-LSK,481.0,-0.0302419355,975510.88867799
2025-09-22 13:25:39.940537,KRW-BORA,120.0,-0.0243902439,4595522.49836465
2025-09-22 13:25:39.940538,KRW-PUNDIX,432.0,-0.0091743119,969542.80114273
2025-09-22 13:25:50.240794,KRW-WAXP,26.4,-0.0222222222,12427894.96278128
2025-09-22 13:25:50.240804,KRW-CARV,420.0,-0.0476190476,2363518.7858996
2025-09-22 13:25:50.240806,KRW-LSK,481.0,-0.0302419355,975510.88867799
2025-09-22 13:25:50.240808,KRW-BORA,120.0,-0.0243902439,4595522.49836465
2025-09-22 13:25:50.240809,KRW-PUNDIX,432.0,-0.0091743119,969542.80114273
2025-09-22 13:26:00.447188,KRW-WAXP,26.4,-0.0222222222,12427894.96278128
2025-09-22 13:26:00.447197,KRW-CARV,420.0,-0.0476190476,2363518.7858996
2025-09-22 13:26:00.447199,KRW-LSK,481.0,-0.0302419355,975510.88867799
2025-09-22 13:26:00.447200,KRW-BORA,120.0,-0.0243902439,4595522.49836465
2025-09-22 13:26:00.447201,KRW-PUNDIX,432.0,-0.0091743119,969542.80114273
2025-09-22 13:26:10.648900,KRW-WAXP,26.4,-0.0222222222,12427894.96278128
2025-09-22 13:26:10.648909,KRW-CARV,420.0,-0.0476190476,2363518.7858996
2025-09-22 13:26:10.648910,KRW-LSK,481.0,-0.0302419355,975510.88867799
2025-09-22 13:26:10.648911,KRW-BORA,120.0,-0.0243902439,4595522.49836465
2025-09-22 13:26:10.648911,KRW-PUNDIX,432.0,-0.0091743119,969542.80114273
2025-09-22 13:26:21.141004,KRW-WAXP,26.4,-0.0222222222,12427894.96278128
2025-09-22 13:26:21.141016,KRW-CARV,420.0,-0.0476190476,2363518.7858996
2025-09-22 13:26:21.141018,KRW-LSK,481.0,-0.0302419355,975510.88867799
2025-09-22 13:26:21.141020,KRW-BORA,120.0,-0.0243902439,4595522.49836465
2025-09-22 13:26:21.141022,KRW-PUNDIX,432.0,-0.0091743119,969542.80114273
2025-09-22 13:26:31.447758,KRW-WAXP,26.4,-0.0222222222,12427894.96278128
2025-09-22 13:26:31.447768,KRW-CARV,420.0,-0.0476190476,2363518.7858996
2025-09-22 13:26:31.447770,KRW-LSK,481.0,-0.0302419355,975510.88867799
2025-09-22 13:26:31.447771,KRW-BORA,120.0,-0.0243902439,4595522.49836465
2025-09-22 13:26:31.447772,KRW-PUNDIX,432.0,-0.0091743119,969542.80114273
2025-09-22 13:26:41.750445,KRW-WAXP,26.4,-0.0222222222,12427894.96278128
2025-09-22 13:26:41.750465,KRW-CARV,420.0,-0.0476190476,2363518.7858996
2025-09-22 13:26:41.750467,KRW-LSK,481.0,-0.0302419355,975510.88867799
2025-09-22 13:26:41.750469,KRW-BORA,120.0,-0.0243902439,4595522.49836465
2025-09-22 13:26:41.750470,KRW-PUNDIX,432.0,-0.0091743119,969542.80114273
2025-09-22 13:26:52.049406,KRW-WAXP,26.4,-0.0222222222,12427894.96278128
2025-09-22 13:26:52.049418,KRW-CARV,420.0,-0.0476190476,2363518.7858996
2025-09-22 13:26:52.049420,KRW-LSK,481.0,-0.0302419355,975510.88867799
2025-09-22 13:26:52.049422,KRW-BORA,120.0,-0.0243902439,4595522.49836465
2025-09-22 13:26:52.049424,KRW-PUNDIX,432.0,-0.0091743119,969542.80114273
2025-09-22 13:27:02.440084,KRW-WAXP,26.4,-0.0222222222,12427894.96278128
2025-09-22 13:27:02.440091,KRW-CARV,420.0,-0.0476190476,2363518.7858996
2025-09-22 13:27:02.440092,KRW-LSK,481.0,-0.0302419355,975510.88867799
2025-09-22 13:27:02.440093,KRW-BORA,120.0,-0.0243902439,4595522.49836465
2025-09-22 13:27:02.440094,KRW-PUNDIX,432.0,-0.0091743119,981727.9742363
2025-09-22 13:27:12.756014,KRW-WAXP,26.4,-0.0222222222,12427894.96278128
2025-09-22 13:27:12.756022,KRW-CARV,420.0,-0.0476190476,2363518.7858996
2025-09-22 13:27:12.756023,KRW-LSK,481.0,-0.0302419355,975510.88867799
2025-09-22 13:27:12.756023,KRW-BORA,120.0,-0.0243902439,4595522.49836465
2025-09-22 13:27:12.756024,KRW-PUNDIX,432.0,-0.0091743119,981727.9742363
2025-09-22 13:27:22.955614,KRW-WAXP,26.4,-0.0222222222,12427894.96278128
2025-09-22 13:27:22.955621,KRW-CARV,420.0,-0.0476190476,2363518.7858996
2025-09-22 13:27:22.955622,KRW-LSK,481.0,-0.0302419355,975523.66067879
2025-09-22 13:27:22.955623,KRW-BORA,120.0,-0.0243902439,4643919.71104863
2025-09-22 13:27:22.955624,KRW-PUNDIX,432.0,-0.0091743119,981727.9742363
2025-09-22 13:27:33.346557,KRW-WAXP,26.4,-0.0222222222,12427894.96278128
2025-09-22 13:27:33.346565,KRW-CARV,420.0,-0.0476190476,2365726.29141836
2025-09-22 13:27:33.346566,KRW-LSK,481.0,-0.0302419355,975523.66067879
2025-09-22 13:27:33.346567,KRW-BORA,120.0,-0.0243902439,4643919.71104863
2025-09-22 13:27:33.346568,KRW-PUNDIX,432.0,-0.0091743119,981727.9742363
2025-09-22 13:27:43.655843,KRW-WAXP,26.4,-0.0222222222,12453470.72035703
2025-09-22 13:27:43.655850,KRW-CARV,420.0,-0.0476190476,2365726.29141836
2025-09-22 13:27:43.655851,KRW-LSK,481.0,-0.0302419355,975523.66067879
2025-09-22 13:27:43.655852,KRW-BORA,120.0,-0.0243902439,4643919.71104863
2025-09-22 13:27:43.655853,KRW-PUNDIX,432.0,-0.0091743119,981727.9742363
2025-09-22 13:27:53.769142,KRW-WAXP,26.4,-0.0222222222,12453470.72035703
2025-09-22 13:27:53.769148,KRW-CARV,420.0,-0.0476190476,2365726.29141836
2025-09-22 13:27:53.769149,KRW-LSK,481.0,-0.0302419355,975523.66067879
2025-09-22 13:27:53.769150,KRW-BORA,121.0,-0.0162601626,4643960.04169379
2025-09-22 13:27:53.769150,KRW-PUNDIX,432.0,-0.0091743119,981727.9742363
2025-09-22 13:28:04.146721,KRW-WAXP,26.4,-0.0222222222,12453470.72035703
2025-09-22 13:28:04.146729,KRW-CARV,420.0,-0.0476190476,2365726.29141836
2025-09-22 13:28:04.146730,KRW-LSK,482.0,-0.0282258065,975535.81834331
2025-09-22 13:28:04.146731,KRW-BORA,121.0,-0.0162601626,4643960.04169379
2025-09-22 13:28:04.146732,KRW-PUNDIX,432.0,-0.0091743119,981727.9742363
2025-09-22 13:28:14.440969,KRW-WAXP,26.4,-0.0222222222,12453470.72035703
2025-09-22 13:28:14.440980,KRW-CARV,420.0,-0.0476190476,2365726.29141836
2025-09-22 13:28:14.440982,KRW-LSK,482.0,-0.0282258065,975535.81834331
2025-09-22 13:28:14.440984,KRW-BORA,121.0,-0.0162601626,4643960.04169379
2025-09-22 13:28:14.440986,KRW-PUNDIX,432.0,-0.0091743119,981727.9742363
2025-09-22 13:28:24.660002,KRW-WAXP,26.4,-0.0222222222,12453470.72035703
2025-09-22 13:28:24.660009,KRW-CARV,420.0,-0.0476190476,2365726.29141836
2025-09-22 13:28:24.660010,KRW-LSK,482.0,-0.0282258065,975535.81834331
2025-09-22 13:28:24.660010,KRW-BORA,121.0,-0.0162601626,4643960.04169379
2025-09-22 13:28:24.660011,KRW-PUNDIX,432.0,-0.0091743119,981727.9742363
2025-09-22 13:28:34.951482,KRW-WAXP,26.4,-0.0222222222,12453470.72035703
2025-09-22 13:28:34.951491,KRW-CARV,420.0,-0.0476190476,2365726.29141836
2025-09-22 13:28:34.951492,KRW-LSK,482.0,-0.0282258065,975535.81834331
2025-09-22 13:28:34.951494,KRW-BORA,121.0,-0.0162601626,4643960.04169379
2025-09-22 13:28:34.951495,KRW-PUNDIX,432.0,-0.0091743119,981727.9742363
2025-09-22 13:28:45.340303,KRW-WAXP,26.4,-0.0222222222,12453470.72035703
2025-09-22 13:28:45.340312,KRW-CARV,420.0,-0.0476190476,2365726.29141836
2025-09-22 13:28:45.340313,KRW-LSK,482.0,-0.0282258065,976433.96523786
2025-09-22 13:28:45.340314,KRW-BORA,121.0,-0.0162601626,4643960.04169379
